# 0 0.5 LHAND_JNT_CLOSE 0 0 0 0 0 0
# 0 0.5 LHAND_JNT_OPEN
# Right arm plane
#0 1 RARM_XYZ_ABS 0.6 -0.25 0.2 -90.000 -90 0
#0 1 RARM_XYZ_ABS 0.4 -0.3 0.2 -90.000 -90 0
#0 4 RARM_XYZ_REL 0 0 -0.187 0 0 0
# Left arm plane
#0 2 LARM_XYZ_ABS 0.6 0.3 0.2 0 -90 0
#0 2 LARM_XYZ_ABS 0.4 0.3 0.2 0 -90 0
#0 4 LARM_XYZ_REL 0 0 -0.16 0 0 0
# plane 
0 2 RARM_XYZ_ABS 0.420 -0.200 0.200 0 -90 0
0 4 RARM_XYZ_ABS 0.420 -0.200 0.024 0 -90 0
0 2 RARM_XYZ_ABS 0.360 -0.200 0.200 0 -90 0
0 4 RARM_XYZ_ABS 0.360 -0.200 0.024 0 -90 0
0 2 RARM_XYZ_ABS 0.360  0.050 0.200 0 -90 0
0 4 RARM_XYZ_ABS 0.360  0.050 0.024 0 -90 0
0 2 RARM_XYZ_ABS 0.400  0.050 0.200 0 -90 0
0 4 RARM_XYZ_ABS 0.400  0.050 0.024 0 -90 0
## Right arm calib
0 2 RARM_XYZ_ABS 0.400 -0.040 0.120 0 -90 0
0 2 RARM_XYZ_ABS 0.450 -0.040 0.080 0 -90 0
0 2 RARM_XYZ_ABS 0.500 -0.040 0.110 0 -90 0
0 2 RARM_XYZ_ABS 0.550 -0.040 0.090 0 -90 0
0 2 RARM_XYZ_ABS 0.550 -0.140 0.080 0 -90 0
0 2 RARM_XYZ_ABS 0.500 -0.140 0.120 0 -90 0
0 2 RARM_XYZ_ABS 0.450 -0.140 0.120 0 -90 0
0 2 RARM_XYZ_ABS 0.400 -0.140 0.130 0 -90 0
0 2 RARM_XYZ_ABS 0.400 -0.220 0.090 0 -90 0
0 2 RARM_XYZ_ABS 0.450 -0.220 0.100 0 -90 0
0 2 RARM_XYZ_ABS 0.500 -0.220 0.150 0 -90 0
0 2 RARM_XYZ_ABS 0.520 -0.220 0.070 0 -90 0
#0 3 JOINT_ABS 0 0 0 -10 -25.7 -127.5 0 0 0 23 -25.7 -133.7 -7 0 0 0 0 0 0
